"Country","Year","Daily Cigarettes","Total Smokers","Total Female Smokers","Total Male Smokers","Population","Continent"
"Taiwan",2011,32.799999,3410785,345699,3065086,NA,"Asia"
"Taiwan",2012,32.400002,3428743,348838,3079905,NA,"Asia"
"Tajikistan",1980,31,401553,37070,364483,3905443,"Asia"
"Tajikistan",1981,31.200001,424637,39001,385635,4020818,"Asia"
"Tajikistan",1982,31.5,449854,41116,408737,4140297,"Asia"
"Tajikistan",1983,31.9,477269,43387,433883,4265278,"Asia"
"Tajikistan",1984,32.299999,506188,45748,460440,4397563,"Asia"
"Tajikistan",1985,32.700001,536088,48217,487871,4537820,"Asia"
"Tajikistan",1986,33.200001,567523,50862,516661,4687328,"Asia"
"Tajikistan",1987,33.599998,598588,53558,545029,4843997,"Asia"
"Tajikistan",1988,34.099998,631413,56419,574995,5001172,"Asia"
"Tajikistan",1989,34.5,661100,58852,602249,5149872,"Asia"
"Tajikistan",1990,34.700001,686013,60708,625305,5283811,"Asia"
"Tajikistan",1991,34.299999,701303,61519,639783,5400636,"Asia"
"Tajikistan",1992,32.599998,694711,60189,634522,5502490,"Asia"
"Tajikistan",1993,30.5,679693,58167,621526,5593317,"Asia"
"Tajikistan",1994,27.700001,656379,55570,600809,5679169,"Asia"
"Tajikistan",1995,24.5,630611,52930,577681,5764806,"Asia"
"Tajikistan",1996,21.1,604628,50440,554188,5851354,"Asia"
"Tajikistan",1997,18,587493,47942,539551,5938404,"Asia"
"Tajikistan",1998,15.2,575137,46424,528713,6027395,"Asia"
"Tajikistan",1999,12.8,568889,45740,523149,6119664,"Asia"
"Tajikistan",2000,10.9,569906,45764,524142,6216329,"Asia"
"Tajikistan",2001,9.5,577885,46357,531528,6318510,"Asia"
"Tajikistan",2002,8.6000004,591613,47424,544189,6426861,"Asia"
"Tajikistan",2003,7.9000001,609559,48883,560676,6541550,"Asia"
"Tajikistan",2004,7.4000001,629792,50557,579235,6662391,"Asia"
"Tajikistan",2005,6.9000001,651289,52356,598933,6789318,"Asia"
"Tajikistan",2006,6.3000002,672305,54150,618155,6922590,"Asia"
"Tajikistan",2007,5.8000002,694724,56037,638686,7062667,"Asia"
"Tajikistan",2008,5.3000002,717743,57970,659773,7209924,"Asia"
"Tajikistan",2009,4.9000001,740692,59954,680738,7364752,"Asia"
"Tajikistan",2010,4.5,763064,61867,701196,7527397,"Asia"
"Tajikistan",2011,4.0999999,784496,63780,720716,7697507,"Asia"
"Tajikistan",2012,3.8,805645,65669,739976,7874838,"Asia"
"Tanzania",1980,10.3,1162570,97940,1064630,18538263,"Africa"
"Tanzania",1981,10.3,1199257,100817,1098440,19120683,"Africa"
"Tanzania",1982,10.3,1237670,103757,1133913,19723317,"Africa"
"Tanzania",1983,10.4,1277639,106857,1170782,20344550,"Africa"
"Tanzania",1984,10.4,1319137,110104,1209034,20981775,"Africa"
"Tanzania",1985,10.4,1361310,113515,1247795,21633799,"Africa"
"Tanzania",1986,10.4,1403595,117228,1286368,22296282,"Africa"
"Tanzania",1987,10.2,1446499,121105,1325395,22971208,"Africa"
"Tanzania",1988,10.1,1490364,125093,1365271,23670807,"Africa"
"Tanzania",1989,9.8999996,1537706,129430,1408276,24411744,"Africa"
"Tanzania",1990,9.6000004,1588123,134123,1454000,25203848,"Africa"
"Tanzania",1991,9.3999996,1643552,139312,1504240,26056605,"Africa"
"Tanzania",1992,9.1999998,1703584,145090,1558494,26961204,"Africa"
"Tanzania",1993,9.1000004,1766143,151358,1614785,27887204,"Africa"
"Tanzania",1994,9,1829334,157795,1671539,28792649,"Africa"
"Tanzania",1995,8.8999996,1891272,164226,1727045,29649128,"Africa"
"Tanzania",1996,8.8000002,1951449,170480,1780969,30444523,"Africa"
"Tanzania",1997,8.8999996,1972747,165581,1807166,31192853,"Africa"
"Tanzania",1998,9,1994960,160970,1833990,31924201,"Africa"
"Tanzania",1999,9,2023538,158530,1865008,32682240,"Africa"
"Tanzania",2000,9,2058905,157769,1901136,33499177,"Africa"
"Tanzania",2001,8.8999996,2098619,157859,1940761,34385849,"Africa"
"Tanzania",2002,8.8000002,2140603,158376,1982227,35334790,"Africa"
"Tanzania",2003,8.6999998,2183632,158823,2024809,36337778,"Africa"
"Tanzania",2004,8.5,2225456,158638,2066819,37379766,"Africa"
"Tanzania",2005,8.3999996,2264998,157852,2107146,38450323,"Africa"
"Tanzania",2006,8.3000002,2283983,151814,2132170,39548666,"Africa"
"Tanzania",2007,8.1999998,2302282,146367,2155915,40681416,"Africa"
"Tanzania",2008,8.1000004,2321445,142027,2179419,41853944,"Africa"
"Tanzania",2009,8.1000004,2342575,138998,2203577,43073830,"Africa"
"Tanzania",2010,8,2366848,137402,2229445,44346532,"Africa"
"Tanzania",2011,7.9000001,2397628,139738,2257890,45673520,"Africa"
"Tanzania",2012,7.8000002,2439218,143262,2295956,47053033,"Africa"
"Thailand",1980,17.4,7217641,589998,6627643,47374463,"Asia"
"Thailand",1981,17.1,7444219,612285,6831934,48326269,"Asia"
"Thailand",1982,16.799999,7677453,635638,7041816,49255889,"Asia"
"Thailand",1983,16.5,7919565,660941,7258623,50173922,"Asia"
"Thailand",1984,16.1,8174321,688871,7485449,51094870,"Asia"
"Thailand",1985,15.8,8445905,719585,7726321,52026901,"Asia"
"Thailand",1986,15.4,8734347,753879,7980468,52980105,"Asia"
"Thailand",1987,15,9037179,791688,8245491,53945872,"Asia"
"Thailand",1988,14.6,9342881,831258,8511624,54891520,"Asia"
"Thailand",1989,14.2,9615813,849860,8765953,55772169,"Asia"
"Thailand",1990,13.8,9860394,863053,8997341,56558196,"Asia"
"Thailand",1991,13.4,10076990,870465,9206525,57232471,"Asia"
"Thailand",1992,13,10268617,870836,9397781,57811025,"Asia"
"Thailand",1993,12.7,10443847,865750,9578098,58337773,"Asia"
"Thailand",1994,12.4,10598647,857842,9740805,58875275,"Asia"
"Thailand",1995,12.1,10755519,850542,9904977,59467272,"Asia"
"Thailand",1996,11.9,10907236,845620,10061615,60130190,"Asia"
"Thailand",1997,12,10826059,789549,10036511,60846588,"Asia"
"Thailand",1998,12.1,10752212,742522,10009691,61585103,"Asia"
"Thailand",1999,12.3,10677515,703815,9973700,62298569,"Asia"
"Thailand",2000,12.5,10566834,671005,9895829,62952639,"Asia"
"Thailand",2001,12.7,10446435,650104,9796331,63539190,"Asia"
"Thailand",2002,13,10246600,629463,9617137,64069093,"Asia"
"Thailand",2003,13.3,10061158,613259,9447899,64549867,"Asia"
"Thailand",2004,13.4,9993371,604313,9389059,64995303,"Asia"
"Thailand",2005,13.5,9967910,597950,9369960,65416189,"Asia"
"Thailand",2006,13.5,9995370,593809,9401562,65812540,"Asia"
"Thailand",2007,13.4,10060559,592708,9467851,66182064,"Asia"
"Thailand",2008,13.2,10185335,602532,9582802,66530980,"Asia"
"Thailand",2009,13,10320763,614714,9706049,66866834,"Asia"
"Thailand",2010,12.8,10462808,627726,9835082,67195032,"Asia"
"Thailand",2011,12.7,10593538,642955,9950583,67518379,"Asia"
"Thailand",2012,12.5,10739255,663657,10075599,67835969,"Asia"
"Timor",1980,1.4,108929,6778,102151,NA,NA
"Timor",1981,1.5,109486,6821,102664,NA,NA
"Timor",1982,1.5,111984,7005,104979,NA,NA
"Timor",1983,1.6,115858,7282,108577,NA,NA
"Timor",1984,1.6,120251,7584,112667,NA,NA
"Timor",1985,1.6,124493,7869,116624,NA,NA
"Timor",1986,1.7,128289,8123,120166,NA,NA
"Timor",1987,1.7,131825,8351,123474,NA,NA
"Timor",1988,1.8,135400,8572,126828,NA,NA
"Timor",1989,1.8,139492,8804,130687,NA,NA
"Timor",1990,1.9,144322,9064,135258,NA,NA
"Timor",1991,1.9,150324,9378,140945,NA,NA
"Timor",1992,2,157102,9738,147365,NA,NA
"Timor",1993,2,163304,10072,153232,NA,NA
"Timor",1994,2,166973,10293,156680,NA,NA
"Timor",1995,2.0999999,167030,10348,156683,NA,NA
"Timor",1996,2.0999999,162728,10217,152510,NA,NA
"Timor",1997,2.2,155044,9756,145287,NA,NA
"Timor",1998,2.2,145820,9296,136523,NA,NA
"Timor",1999,2.0999999,138096,8928,129168,NA,NA
"Timor",2000,2.0999999,134280,8760,125520,NA,NA
"Timor",2001,1.9,135203,8813,126391,NA,NA
"Timor",2002,1.8,140048,9062,130986,NA,NA
"Timor",2003,1.6,147235,9425,137810,NA,NA
"Timor",2004,1.5,154451,9784,144668,NA,NA
"Timor",2005,1.4,159982,10051,149932,NA,NA
"Timor",2006,1.4,163384,10208,153177,NA,NA
"Timor",2007,1.3,165353,10282,155072,NA,NA
"Timor",2008,1.3,166547,10293,156254,NA,NA
"Timor",2009,1.4,168047,10281,157766,NA,NA
"Timor",2010,1.4,171292,10183,161109,NA,NA
"Timor",2011,1.4,174945,10232,164714,NA,NA
"Timor",2012,1.4,179232,10317,168915,NA,NA
"Togo",1980,37.200001,103864,11286,92578,2720835,"Africa"
"Togo",1981,37.200001,106816,11586,95229,2812312,"Africa"
"Togo",1982,36.799999,109954,11914,98039,2915618,"Africa"
"Togo",1983,36.099998,113227,12259,100967,3026980,"Africa"
"Togo",1984,35.5,116658,12614,104044,3140840,"Africa"
"Togo",1985,35,120050,12944,107106,3252997,"Africa"
"Togo",1986,34.400002,123379,13265,110114,3363040,"Africa"
"Togo",1987,33.700001,126535,13571,112964,3471738,"Africa"
"Togo",1988,33.200001,129681,13869,115812,3577469,"Africa"
"Togo",1989,32.900002,132742,14167,118575,3678567,"Africa"
"Togo",1990,32.599998,135586,14481,121105,3774310,"Africa"
"Togo",1991,32.400002,138021,14807,123213,3862998,"Africa"
"Togo",1992,32.099998,140003,15129,124874,3945902,"Africa"
"Togo",1993,31.4,141371,15415,125957,4029044,"Africa"
"Togo",1994,31,143174,15718,127456,4120615,"Africa"
"Togo",1995,30.700001,145465,16023,129442,4226293,"Africa"
"Togo",1996,30.4,148434,16347,132087,4348808,"Africa"
"Togo",1997,30.200001,151741,16492,135249,4485945,"Africa"
"Togo",1998,29.9,155441,16718,138723,4632451,"Africa"
"Togo",1999,29.5,159484,17010,142474,4780455,"Africa"
"Togo",2000,29,163746,17351,146395,4924406,"Africa"
"Togo",2001,28.4,168262,17728,150534,5062571,"Africa"
"Togo",2002,27.799999,173004,18128,154877,5197040,"Africa"
"Togo",2003,27.299999,178139,18564,159575,5330629,"Africa"
"Togo",2004,26.799999,183472,18988,164484,5467770,"Africa"
"Togo",2005,26.299999,189039,19438,169602,5611643,"Africa"
"Togo",2006,25.9,194989,19915,175073,5762881,"Africa"
"Togo",2007,25.5,201298,20402,180896,5920360,"Africa"
"Togo",2008,25.1,208003,20898,187106,6083417,"Africa"
"Togo",2009,24.9,214949,21439,193510,6250840,"Africa"
"Togo",2010,24.700001,222273,22017,200256,6421674,"Africa"
"Togo",2011,24.700001,229939,22640,207299,6595939,"Africa"
"Togo",2012,24.700001,237982,23306,214677,6773807,"Africa"
"Tonga",1980,17,17422,3585,13837,92966,"Oceania"
"Tonga",1981,16.700001,17493,3623,13871,93415,"Oceania"
"Tonga",1982,16.299999,17434,3640,13794,93636,"Oceania"
"Tonga",1983,15.9,17324,3645,13679,93736,"Oceania"
"Tonga",1984,15.5,17227,3639,13588,93793,"Oceania"
"Tonga",1985,15,17214,3631,13583,93896,"Oceania"
"Tonga",1986,14.6,17303,3623,13680,94081,"Oceania"
"Tonga",1987,14.1,17477,3616,13861,94318,"Oceania"
"Tonga",1988,13.8,17700,3612,14089,94592,"Oceania"
"Tonga",1989,13.6,17905,3611,14293,94848,"Oceania"
"Tonga",1990,13.4,18057,3620,14437,95069,"Oceania"
"Tonga",1991,13.3,18132,3640,14492,95243,"Oceania"
"Tonga",1992,13.3,18145,3706,14439,95398,"Oceania"
"Tonga",1993,13.3,18125,3793,14332,95556,"Oceania"
"Tonga",1994,13.3,18110,3902,14208,95739,"Oceania"
"Tonga",1995,13.3,18139,4048,14091,95972,"Oceania"
"Tonga",1996,13.2,18221,4241,13979,96267,"Oceania"
"Tonga",1997,13.1,18360,4608,13752,96621,"Oceania"
"Tonga",1998,12.9,18604,4969,13635,97036,"Oceania"
"Tonga",1999,12.7,18900,5308,13592,97475,"Oceania"
"Tonga",2000,12.5,19226,5623,13603,97962,"Oceania"
"Tonga",2001,12.2,19572,5930,13642,98482,"Oceania"
"Tonga",2002,12,19940,6241,13699,99023,"Oceania"
"Tonga",2003,11.8,20358,6579,13780,99591,"Oceania"
"Tonga",2004,11.5,20821,6937,13885,100214,"Oceania"
"Tonga",2005,11.1,21733,7605,14128,100908,"Oceania"
"Tonga",2006,10.7,22601,8244,14356,101714,"Oceania"
"Tonga",2007,10.8,22707,8360,14347,102577,"Oceania"
"Tonga",2008,10.9,22656,8357,14299,103384,"Oceania"
"Tonga",2009,11,22512,8276,14236,103897,"Oceania"
"Tonga",2010,11.2,22328,8155,14173,103981,"Oceania"
"Tonga",2011,11.3,22168,8027,14140,103558,"Oceania"
"Tonga",2012,11.5,22029,7903,14126,102736,"Oceania"
"Trinidad and Tobago",1980,31.299999,153215,32519,120696,1084743,"North America"
"Trinidad and Tobago",1981,28.700001,149013,31972,117041,1101983,"North America"
"Trinidad and Tobago",1982,26.299999,145850,31618,114232,1120019,"North America"
"Trinidad and Tobago",1983,24.700001,145139,31658,113480,1138071,"North America"
"Trinidad and Tobago",1984,23.5,145470,31798,113672,1155083,"North America"
"Trinidad and Tobago",1985,22.700001,146390,31981,114409,1170296,"North America"
"Trinidad and Tobago",1986,22.200001,147877,32216,115662,1183382,"North America"
"Trinidad and Tobago",1987,22,149671,32445,117226,1194532,"North America"
"Trinidad and Tobago",1988,22,151782,32696,119086,1204150,"North America"
"Trinidad and Tobago",1989,22.1,153945,32970,120975,1212858,"North America"
"Trinidad and Tobago",1990,22.200001,155923,33258,122665,1221121,"North America"
"Trinidad and Tobago",1991,22.1,157496,33529,123968,1229108,"North America"
"Trinidad and Tobago",1992,22,159286,33948,125337,1236685,"North America"
"Trinidad and Tobago",1993,21.9,161193,34399,126794,1243605,"North America"
"Trinidad and Tobago",1994,21.6,162265,34704,127561,1249527,"North America"
"Trinidad and Tobago",1995,21.200001,162937,34914,128023,1254200,"North America"
"Trinidad and Tobago",1996,20.799999,163640,35087,128553,1257547,"North America"
"Trinidad and Tobago",1997,20.5,163815,34950,128865,1259838,"North America"
"Trinidad and Tobago",1998,20.1,164200,34865,129334,1261699,"North America"
"Trinidad and Tobago",1999,19.799999,165110,34904,130206,1263927,"North America"
"Trinidad and Tobago",2000,19.200001,165829,34958,130871,1267159,"North America"
"Trinidad and Tobago",2001,18.9,167749,35283,132466,1271627,"North America"
"Trinidad and Tobago",2002,18.6,170400,35775,134624,1277210,"North America"
"Trinidad and Tobago",2003,17.700001,171385,36024,135361,1283564,"North America"
"Trinidad and Tobago",2004,16.9,172616,36331,136285,1290115,"North America"
"Trinidad and Tobago",2005,16.200001,173923,36618,137304,1296497,"North America"
"Trinidad and Tobago",2006,15.6,175011,36859,138153,1302552,"North America"
"Trinidad and Tobago",2007,15,176016,37048,138967,1308450,"North America"
"Trinidad and Tobago",2008,14.3,176833,37171,139662,1314449,"North America"
"Trinidad and Tobago",2009,14.1,178861,37475,141386,1320921,"North America"
"Trinidad and Tobago",2010,14.2,181116,37845,143271,1328144,"North America"
"Trinidad and Tobago",2011,14.4,183768,38265,145503,1336180,"North America"
"Trinidad and Tobago",2012,14.8,186373,38648,147726,1344814,"North America"
"Tunisia",1980,21.1,753532,31805,721727,6374040,"Africa"
"Tunisia",1981,21.200001,783468,32905,750563,6551232,"Africa"
"Tunisia",1982,21.299999,814461,33979,780481,6740520,"Africa"
"Tunisia",1983,21.299999,846781,35069,811711,6937332,"Africa"
"Tunisia",1984,21.4,880837,36169,844668,7135265,"Africa"
"Tunisia",1985,21.5,916326,37283,879043,7329590,"Africa"
"Tunisia",1986,21.6,953124,38390,914734,7517854,"Africa"
"Tunisia",1987,21.799999,991066,39461,951605,7700733,"Africa"
"Tunisia",1988,21.9,1030225,40596,989629,7880333,"Africa"
"Tunisia",1989,22.1,1069698,41729,1027968,8060211,"Africa"
"Tunisia",1990,22.200001,1109519,42928,1066592,8242509,"Africa"
"Tunisia",1991,22.299999,1149968,44227,1105740,8427851,"Africa"
"Tunisia",1992,22.4,1190529,45519,1145010,8613855,"Africa"
"Tunisia",1993,22.5,1230776,46885,1183891,8795934,"Africa"
"Tunisia",1994,22.6,1270912,48266,1222646,8967916,"Africa"
"Tunisia",1995,22.6,1311560,49901,1261659,9125400,"Africa"
"Tunisia",1996,22.5,1353573,52037,1301536,9267335,"Africa"
"Tunisia",1997,22,1418231,59486,1358745,9395119,"Africa"
"Tunisia",1998,21.5,1482376,68017,1414359,9509862,"Africa"
"Tunisia",1999,21.1,1544802,77183,1467618,9613587,"Africa"
"Tunisia",2000,20.6,1604412,86516,1517897,9708347,"Africa"
"Tunisia",2001,20.299999,1660501,95653,1564848,9793915,"Africa"
"Tunisia",2002,20.1,1698381,99995,1598386,9871261,"Africa"
"Tunisia",2003,20,1732237,104626,1627610,9945282,"Africa"
"Tunisia",2004,19.9,1763356,111816,1651540,10022278,"Africa"
"Tunisia",2005,19.700001,1793654,120225,1673428,10106778,"Africa"
"Tunisia",2006,19.5,1825384,129905,1695479,10201211,"Africa"
"Tunisia",2007,19.299999,1859882,140782,1719100,10304729,"Africa"
"Tunisia",2008,19,1897877,152583,1745294,10414425,"Africa"
"Tunisia",2009,18.799999,1936727,164556,1772171,10525691,"Africa"
"Tunisia",2010,18.5,1975510,176285,1799224,10635245,"Africa"
"Tunisia",2011,18.299999,2014204,187039,1827165,10741872,"Africa"
"Tunisia",2012,18.1,2044971,190591,1854380,10846993,"Africa"
"Turkey",1980,22.9,7361652,1866962,5494690,NA,"Asia"
"Turkey",1981,22.700001,7530174,1914253,5615921,NA,"Asia"
"Turkey",1982,22.6,7724021,1964312,5759710,NA,"Asia"
"Turkey",1983,22.5,7933455,2018778,5914676,NA,"Asia"
"Turkey",1984,22.5,8154330,2076176,6078154,NA,"Asia"
"Turkey",1985,22.6,8383193,2134343,6248850,NA,"Asia"
"Turkey",1986,22.6,8609212,2188916,6420295,NA,"Asia"
"Turkey",1987,22.6,8809151,2236915,6572236,NA,"Asia"
"Turkey",1988,22.6,9031926,2290498,6741429,NA,"Asia"
"Turkey",1989,22.799999,9279599,2348147,6931453,NA,"Asia"
"Turkey",1990,22.799999,9503417,2399484,7103933,NA,"Asia"
"Turkey",1991,22.9,9762243,2461785,7300459,NA,"Asia"
"Turkey",1992,23,10023248,2522924,7500323,NA,"Asia"
"Turkey",1993,23.1,10272046,2586388,7685658,NA,"Asia"
"Turkey",1994,23.299999,10622074,2693272,7928802,NA,"Asia"
"Turkey",1995,23.4,10969689,2810629,8159060,NA,"Asia"
"Turkey",1996,23.4,11318618,2942675,8375944,NA,"Asia"
"Turkey",1997,23.200001,11735152,3106506,8628647,NA,"Asia"
"Turkey",1998,23,12125543,3244563,8880980,NA,"Asia"
"Turkey",1999,23,12539167,3375305,9163862,NA,"Asia"
"Turkey",2000,23,12906404,3489710,9416694,NA,"Asia"
"Turkey",2001,23.1,13342447,3621345,9721101,NA,"Asia"
"Turkey",2002,23,13751443,3747372,10004072,NA,"Asia"
"Turkey",2003,22.799999,14134125,3867636,10266489,NA,"Asia"
"Turkey",2004,22.200001,14565113,4010721,10554392,NA,"Asia"
"Turkey",2005,21.6,14845480,4080914,10764567,NA,"Asia"
"Turkey",2006,21.299999,14868187,4055044,10813143,NA,"Asia"
"Turkey",2007,20.9,14798100,3995959,10802142,NA,"Asia"
"Turkey",2008,20.700001,14703598,3936882,10766716,NA,"Asia"
"Turkey",2009,20.5,14712965,3942456,10770509,NA,"Asia"
"Turkey",2010,20.4,14566323,3899790,10666532,NA,"Asia"
"Turkey",2011,19.9,14497414,3890265,10607149,NA,"Asia"
"Turkey",2012,19.4,14488774,3896005,10592769,NA,"Asia"
"Turkmenistan",1980,26.200001,342522,31055,311468,2876809,"Asia"
"Turkmenistan",1981,25.9,352891,32022,320869,2947783,"Asia"
"Turkmenistan",1982,25.5,363280,32982,330298,3019064,"Asia"
"Turkmenistan",1983,25.200001,373463,33911,339552,3091510,"Asia"
"Turkmenistan",1984,24.9,383555,34790,348765,3166215,"Asia"
"Turkmenistan",1985,24.6,393568,35628,357940,3244024,"Asia"
"Turkmenistan",1986,24.200001,402932,36377,366555,3324462,"Asia"
"Turkmenistan",1987,23.9,412271,37105,375166,3407310,"Asia"
"Turkmenistan",1988,23.5,421399,37776,383623,3493892,"Asia"
"Turkmenistan",1989,23.200001,431700,38497,393203,3585867,"Asia"
"Turkmenistan",1990,22.799999,442124,39193,402932,3683978,"Asia"
"Turkmenistan",1991,22.6,455003,40069,414934,3789188,"Asia"
"Turkmenistan",1992,22.700001,471999,41300,430699,3899843,"Asia"
"Turkmenistan",1993,23,489569,42571,446998,4010789,"Asia"
"Turkmenistan",1994,23.6,511343,44161,467181,4115105,"Asia"
"Turkmenistan",1995,24.4,535471,45952,489519,4207841,"Asia"
"Turkmenistan",1996,25,558345,47591,510754,4287337,"Asia"
"Turkmenistan",1997,25.9,586459,48789,537670,4355125,"Asia"
"Turkmenistan",1998,26.5,612944,50234,562711,4413477,"Asia"
"Turkmenistan",1999,26.799999,634172,51524,582648,4466133,"Asia"
"Turkmenistan",2000,26.700001,650449,52604,597845,4516128,"Asia"
"Turkmenistan",2001,26.4,662382,53458,608924,4564087,"Asia"
"Turkmenistan",2002,26,671740,54093,617647,4610018,"Asia"
"Turkmenistan",2003,25.299999,679065,54643,624423,4655752,"Asia"
"Turkmenistan",2004,24.5,684648,55165,629482,4703396,"Asia"
"Turkmenistan",2005,23.4,687678,55544,632134,4754652,"Asia"
"Turkmenistan",2006,22.200001,690763,55926,634838,4810114,"Asia"
"Turkmenistan",2007,20.9,693970,56365,637605,4870142,"Asia"
"Turkmenistan",2008,19.5,696885,56812,640073,4935765,"Asia"
"Turkmenistan",2009,18.299999,701849,57410,644439,5007953,"Asia"
"Turkmenistan",2010,17.200001,707148,57945,649203,5087211,"Asia"
"Turkmenistan",2011,16.1,712926,58444,654482,5174076,"Asia"
"Turkmenistan",2012,15.2,720159,59041,661118,5267906,"Asia"
"Uganda",1980,2.3,809573,107143,702430,12442333,"Africa"
"Uganda",1981,2.5,835945,110314,725631,12825084,"Africa"
"Uganda",1982,2.7,863501,113604,749897,13221991,"Africa"
"Uganda",1983,3,892346,117240,775106,13638729,"Africa"
"Uganda",1984,3.2,923643,121373,802270,14082870,"Africa"
"Uganda",1985,3.5,958012,125992,832021,14559357,"Africa"
"Uganda",1986,3.9000001,995173,131205,863968,15070319,"Africa"
"Uganda",1987,4.1999998,1034765,136936,897829,15612754,"Africa"
"Uganda",1988,4.5,1075688,142932,932756,16180129,"Africa"
"Uganda",1989,4.6999998,1117717,149115,968602,16763041,"Africa"
"Uganda",1990,4.9000001,1160171,155365,1004806,17354395,"Africa"
"Uganda",1991,5.0999999,1203184,161524,1041660,17953534,"Africa"
"Uganda",1992,5.3000002,1246621,167726,1078895,18561668,"Africa"
"Uganda",1993,5.3000002,1289812,173937,1115875,19175986,"Africa"
"Uganda",1994,5.3000002,1332144,180104,1152040,19793541,"Africa"
"Uganda",1995,5.1999998,1374266,186241,1188025,20413157,"Africa"
"Uganda",1996,5,1416122,191995,1224127,21032817,"Africa"
"Uganda",1997,4.9000001,1430961,188686,1242276,21655392,"Africa"
"Uganda",1998,4.8000002,1445032,185355,1259677,22290787,"Africa"
"Uganda",1999,4.6999998,1459210,182307,1276903,22952406,"Africa"
"Uganda",2000,4.5,1474554,179491,1295063,23650159,"Africa"
"Uganda",2001,4.4000001,1489679,176301,1313378,24388974,"Africa"
"Uganda",2002,4.3000002,1472066,164468,1307598,25167261,"Africa"
"Uganda",2003,4.1999998,1454667,153722,1300946,25980547,"Africa"
"Uganda",2004,4.0999999,1440664,144655,1296009,26821300,"Africa"
"Uganda",2005,3.9000001,1429189,137608,1291581,27684590,"Africa"
"Uganda",2006,3.7,1421636,132773,1288863,28571475,"Africa"
"Uganda",2007,3.5,1413457,131538,1281920,29486335,"Africa"
"Uganda",2008,3.3,1404573,131059,1273514,30431734,"Africa"
"Uganda",2009,3.0999999,1398794,131538,1267256,31411096,"Africa"
"Uganda",2010,2.9000001,1399248,132844,1266404,32428164,"Africa"
"Uganda",2011,2.7,1409740,135298,1274442,33476772,"Africa"
"Uganda",2012,2.5,1456756,141007,1315749,34558700,"Africa"
"Ukraine",1980,18.299999,12415648,2822217,9593431,49965872,"Europe"
"Ukraine",1981,18.1,12449443,2813240,9636203,50221000,"Europe"
"Ukraine",1982,17.9,12471873,2797737,9674136,50384000,"Europe"
"Ukraine",1983,17.799999,12478838,2779637,9699201,50564000,"Europe"
"Ukraine",1984,17.6,12469770,2763346,9706424,50754000,"Europe"
"Ukraine",1985,17.5,12446918,2747371,9699547,50917000,"Europe"
"Ukraine",1986,17.4,12425245,2731431,9693814,51097000,"Europe"
"Ukraine",1987,17.299999,12406218,2715281,9690937,51293000,"Europe"
"Ukraine",1988,17.200001,12385568,2698233,9687335,51521000,"Europe"
"Ukraine",1989,17.1,12363752,2681784,9681969,51773000,"Europe"
"Ukraine",1990,17,12346844,2668099,9678746,51891400,"Europe"
"Ukraine",1991,17,12340879,2654819,9686060,52000500,"Europe"
"Ukraine",1992,17,12354007,2644566,9709439,52150400,"Europe"
"Ukraine",1993,17.1,12345333,2631608,9713725,52179200,"Europe"
"Ukraine",1994,17.200001,12284476,2606156,9678320,51921400,"Europe"
"Ukraine",1995,17.4,12213444,2575548,9637896,51512800,"Europe"
"Ukraine",1996,17.6,12114227,2528495,9585733,51057800,"Europe"
"Ukraine",1997,17.799999,12034684,2494682,9540003,50594600,"Europe"
"Ukraine",1998,17.9,12012517,2480888,9531628,50144500,"Europe"
"Ukraine",1999,18,12047812,2487972,9559840,49674000,"Europe"
"Ukraine",2000,18,12124597,2515056,9609541,49176500,"Europe"
"Ukraine",2001,17.799999,12307585,2604269,9703317,48662400,"Europe"
"Ukraine",2002,17.6,12470746,2702645,9768101,48202470,"Europe"
"Ukraine",2003,17.6,12493235,2767045,9726189,47812949,"Europe"
"Ukraine",2004,17.4,12573594,2861404,9712190,47451626,"Europe"
"Ukraine",2005,17.4,12524440,2901647,9622795,47105171,"Europe"
"Ukraine",2006,17.9,12131522,2781629,9349893,46787786,"Europe"
"Ukraine",2007,18.5,11642168,2612325,9029844,46509355,"Europe"
"Ukraine",2008,19.1,11188894,2450823,8738072,46258189,"Europe"
"Ukraine",2009,19.700001,10795382,2311233,8484149,46053331,"Europe"
"Ukraine",2010,20.1,10565737,2232273,8333464,45870741,"Europe"
"Ukraine",2011,20.200001,10485257,2194127,8291129,45706086,"Europe"
"Ukraine",2012,20.1,10474520,2184655,8289866,45593342,"Europe"
"United Arab Emirates",1980,12.2,143031,1164,141868,1019507,"Asia"
"United Arab Emirates",1981,12.3,151336,1284,150051,1096602,"Asia"
"United Arab Emirates",1982,12.5,156823,1411,155412,1164816,"Asia"
"United Arab Emirates",1983,12.7,160892,1539,159353,1228457,"Asia"
"United Arab Emirates",1984,13,165490,1663,163828,1293970,"Asia"
"United Arab Emirates",1985,13.3,172025,1776,170249,1366165,"Asia"
"United Arab Emirates",1986,13.5,180988,1878,179109,1446386,"Asia"
"United Arab Emirates",1987,13.7,191917,1971,189946,1533526,"Asia"
"United Arab Emirates",1988,13.9,204986,2062,202924,1627068,"Asia"
"United Arab Emirates",1989,14.1,219533,2157,217376,1725676,"Asia"
"United Arab Emirates",1990,14.1,235130,2258,232871,1828437,"Asia"
"United Arab Emirates",1991,14.2,252150,2378,249771,1937159,"Asia"
"United Arab Emirates",1992,14.3,270739,2509,268230,2052892,"Asia"
